Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)",Charter Number,Charter Funding Type,IRC,Low Grade,High Grade,"Total 
Enrollment
(Grades 9-12)","CALPADS Unduplicated 
Pupil Count
(CUPC)
(Grades 9-12)","CALPADS Unduplicated Pupil Percentage (CUPP)
(Grades 9-12)","CUPP 
75% or more
(Grades 9-12)
(Y/N)","CALPADS Fall 1 
Certification Status 
(Y/N)"
2021-2022,36,67876,3632809,San Bernardino,San Bernardino City Unified,Sierra High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,446,406,91.03%,Y,Y
2021-2022,23,65615,2334704,Mendocino,Ukiah Unified,South Valley High (Continuation),Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,134,122,91.04%,Y,Y
2021-2022,44,69799,0105858,Santa Cruz,Pajaro Valley Unified,Pajaro Valley High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,562","1,423",91.10%,Y,Y
2021-2022,44,69799,4437794,Santa Cruz,Pajaro Valley Unified,Renaissance High Continuation,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,90,82,91.11%,Y,Y
2021-2022,16,63891,1632207,Kings,Corcoran Joint Unified,Corcoran High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,903,823,91.14%,Y,Y
2021-2022,51,71399,5130067,Sutter,Live Oak Unified,Live Oak Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,N/A,N/A,N,K,12,34,31,91.18%,Y,Y
2021-2022,54,71993,5430194,Tulare,Lindsay Unified,John J. Cairns Continuation,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,68,62,91.18%,Y,Y
2021-2022,19,64733,1932383,Los Angeles,Los Angeles Unified,Susan Miller Dorsey Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,748,682,91.18%,Y,Y
2021-2022,19,64733,0108936,Los Angeles,Los Angeles Unified,Alliance Collins Family College-Ready High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0718,Directly funded,Y,9,12,624,569,91.19%,Y,Y
2021-2022,33,67090,3334687,Riverside,Jurupa Unified,Nueva Vista Continuation High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,182,166,91.21%,Y,Y
2021-2022,13,63081,1331354,Imperial,Brawley Union High,Desert Valley High (Continuation),High School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,183,167,91.26%,Y,Y
2021-2022,24,65789,2439602,Merced,Merced Union High,Yosemite High (Continuation),High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,298,272,91.28%,Y,Y
2021-2022,13,63115,0131243,Imperial,Central Union High,Phoenix Rising High,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,10,23,21,91.30%,Y,Y
2021-2022,10,76778,1038298,Fresno,Washington Unified,Easton Continuation High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,23,21,91.30%,Y,Y
2021-2022,36,67686,3630399,San Bernardino,Colton Joint Unified,Washington High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,N/A,N/A,N,K,12,23,21,91.30%,Y,Y
2021-2022,40,10405,4030250,San Luis Obispo,San Luis Obispo County Office of Education,San Luis Obispo County Community,County Office of Education (COE),County Community,County Community School,N/A,No,N/A,N/A,N,6,12,58,53,91.38%,Y,Y
2021-2022,30,66522,3033933,Orange,Garden Grove Unified,Los Amigos High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,670","1,526",91.38%,Y,Y
2021-2022,20,65243,0139691,Madera,Madera Unified,Matilda Torres High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,510","1,380",91.39%,Y,Y
2021-2022,06,61622,0637504,Colusa,Williams Unified,Williams Junior/Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,12,398,364,91.46%,Y,Y
2021-2022,36,67876,0125450,San Bernardino,San Bernardino City Unified,Indian Springs High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,993","1,823",91.47%,Y,Y
2021-2022,36,67678,3631587,San Bernardino,Chino Valley Unified,Boys Republic High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,47,43,91.49%,Y,Y
2021-2022,19,64733,1932342,Los Angeles,Los Angeles Unified,Evergreen Continuation,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,47,43,91.49%,Y,Y
2021-2022,36,67876,3630308,San Bernardino,San Bernardino City Unified,San Andreas High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,10,12,459,420,91.50%,Y,Y
2021-2022,19,64733,1931393,Los Angeles,Los Angeles Unified,Highland Park Continuation,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,59,54,91.53%,Y,Y
2021-2022,39,68676,3930211,San Joaquin,Stockton Unified,Jane Frederick High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,142,130,91.55%,Y,Y
2021-2022,19,73437,0137984,Los Angeles,Compton Unified,Animo Compton Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1990,Directly funded,Y,6,12,142,130,91.55%,Y,Y
2021-2022,19,64733,0121293,Los Angeles,Los Angeles Unified,Alliance Tennenbaum Family Technology High,Unified School District,High Schools (Public),Traditional,N/A,Yes,1162,Directly funded,Y,9,12,239,219,91.63%,Y,Y
2021-2022,19,64733,6116750,Los Angeles,Los Angeles Unified,PUC Community Charter Middle and PUC Community Charter Early College High,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0213,Directly funded,Y,6,12,454,416,91.63%,Y,Y
2021-2022,19,64733,1933795,Los Angeles,Los Angeles Unified,Ulysses S. Grant Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,834","1,681",91.66%,Y,Y
2021-2022,56,72652,0000001,Ventura,Ventura Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,11,91.67%,Y,Y
2021-2022,44,69799,4430203,Santa Cruz,Pajaro Valley Unified,New School Community Day,Unified School District,District Community Day Schools,Community Day School,CEP,No ,N/A,N/A,N,9,12,36,33,91.67%,Y,Y
2021-2022,28,66241,2830065,Napa,Calistoga Joint Unified,Palisades High (Continuation),Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,12,11,91.67%,Y,Y
2021-2022,07,10074,0730614,Contra Costa,Contra Costa County Office of Education,Golden Gate Community,County Office of Education (COE),County Community,County Community School,N/A,Yes,1887,Locally funded,N,6,12,73,67,91.78%,Y,Y
2021-2022,19,64733,6019475,Los Angeles,Los Angeles Unified,Thirty-Second Street USC Performing Arts,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,N/A,N/A,N,K,12,281,258,91.81%,Y,Y
2021-2022,33,66985,3330214,Riverside,Banning Unified,Banning High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,257","1,154",91.81%,Y,Y
2021-2022,37,68338,0136663,San Diego,San Diego Unified,America's Finest Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1301,Directly funded,Y,K,12,110,101,91.82%,Y,Y
2021-2022,14,10140,0117994,Inyo,Inyo County Office of Education,YouthBuild Charter School of California,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,1012,Directly funded,N,9,12,774,711,91.86%,Y,Y
2021-2022,19,64733,1930619,Los Angeles,Los Angeles Unified,Harold McAlister High (Opportunity),Unified School District,Opportunity Schools,Opportunity School,Not Participating,No ,N/A,N/A,N,6,12,86,79,91.86%,Y,Y
2021-2022,10,76778,1030774,Fresno,Washington Unified,W.E.B. DuBois Public Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0270,Directly funded,Y,K,12,123,113,91.87%,Y,Y
2021-2022,15,63529,1530252,Kern,Kern High,Arvin High,High School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,893","2,659",91.91%,Y,Y
2021-2022,27,66068,0141010,Monterey,South Monterey County Joint Union High,Pinnacle Coastal Valley High,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,62,57,91.94%,Y,Y
2021-2022,19,64709,0100602,Los Angeles,Lennox,"Lennox Mathematics, Science and Technology Academy",Elementary School District,High Schools (Public),Traditional,Provision 2,Yes,0509,Directly funded,Y,9,12,572,526,91.96%,Y,Y
2021-2022,19,64519,1995661,Los Angeles,El Monte Union High,South El Monte High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,257","1,156",91.96%,Y,Y
2021-2022,10,62166,1030287,Fresno,Fresno Unified,J. E. Young Academic Center,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,N/A,N/A,N,K,12,"1,196","1,100",91.97%,Y,Y
2021-2022,19,64436,1931617,Los Angeles,Covina-Valley Unified,Fairvalley High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,150,138,92.00%,Y,Y
2021-2022,10,62414,1030824,Fresno,Sanger Unified,Community Day,Unified School District,District Community Day Schools,Community Day School,CEP,No ,N/A,N/A,N,7,11,25,23,92.00%,Y,Y
2021-2022,19,64733,0124933,Los Angeles,Los Angeles Unified,PUC Early College Academy for Leaders and Scholars (ECALS),Unified School District,High Schools (Public),Traditional,N/A,Yes,1354,Directly funded,Y,9,12,239,220,92.05%,Y,Y
2021-2022,19,64733,0126557,Los Angeles,Los Angeles Unified,Visual and Performing Arts at Legacy High School Complex,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,454,418,92.07%,Y,Y
2021-2022,30,66431,3030228,Orange,Anaheim Union High,Anaheim High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,818","2,595",92.09%,Y,Y
2021-2022,33,73676,0100255,Riverside,Coachella Valley Unified,Desert Mirage High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,101","1,935",92.10%,Y,Y
2021-2022,54,76836,5431614,Tulare,Exeter Unified,Kaweah High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,38,35,92.11%,Y,Y
2021-2022,10,10108,0109991,Fresno,Fresno County Office of Education,Crescent View West Public Charter,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,0746,Directly funded,Y,K,12,"1,444","1,330",92.11%,Y,Y
2021-2022,37,68452,0115451,San Diego,Vista Unified,Major General Raymond Murray High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,10,12,190,175,92.11%,Y,Y
2021-2022,36,67652,3633906,San Bernardino,Chaffey Joint Union High,Montclair High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,817","2,595",92.12%,Y,Y
2021-2022,30,66431,3032786,Orange,Anaheim Union High,Gilbert High (Continuation),High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,471,434,92.14%,Y,Y
2021-2022,19,64733,0106831,Los Angeles,Los Angeles Unified,Animo Venice Charter High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0648,Directly funded,Y,9,12,497,458,92.15%,Y,Y
2021-2022,10,62364,0126870,Fresno,Parlier Unified,San Joaquin Valley High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,7,12,51,47,92.16%,Y,Y
2021-2022,19,64733,1931930,Los Angeles,Los Angeles Unified,Dan M. Issacs Avalon High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,51,47,92.16%,Y,Y
2021-2022,19,64733,0102913,Los Angeles,Los Angeles Unified,Middle College High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,383,353,92.17%,Y,Y
2021-2022,33,75242,3330560,Riverside,Val Verde Unified,Val Verde High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,294,271,92.18%,Y,Y
2021-2022,27,66068,2730083,Monterey,South Monterey County Joint Union High,Portola-Butler Continuation High,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,52,48,92.31%,Y,Y
2021-2022,15,73908,1530146,Kern,McFarland Unified,San Joaquin High (Continuation),Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,52,48,92.31%,Y,Y
2021-2022,06,61614,0630087,Colusa,Pierce Joint Unified,Arbuckle Alternative High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,13,12,92.31%,Y,Y
2021-2022,24,10249,2430163,Merced,Merced County Office of Education,Valley Los Banos Community,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,6,12,130,120,92.31%,Y,Y
2021-2022,33,73676,3330032,Riverside,Coachella Valley Unified,La Familia Continuation High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,10,12,119,110,92.44%,Y,Y
2021-2022,19,64733,0132084,Los Angeles,Los Angeles Unified,Alliance Marine - Innovation and Technology 6-12 Complex,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1738,Directly funded,Y,6,12,516,477,92.44%,Y,Y
2021-2022,56,72652,5630272,Ventura,Ventura Unified,Pacific High,Unified School District,Continuation High Schools,Continuation School,Provision 2,No ,N/A,N/A,N,9,12,199,184,92.46%,Y,Y
2021-2022,10,62265,0108092,Fresno,Kings Canyon Joint Unified,Orange Cove High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,625,578,92.48%,Y,Y
2021-2022,19,64733,1934033,Los Angeles,Los Angeles Unified,Hollywood Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,212","1,121",92.49%,Y,Y
2021-2022,10,62166,1030675,Fresno,Fresno Unified,Sunnyside High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,915","2,697",92.52%,Y,Y
2021-2022,15,10157,0135467,Kern,Kern County Office of Education,Wonderful College Prep Academy - Lost Hills,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,1851,Directly funded,Y,K,12,67,62,92.54%,Y,Y
2021-2022,34,67447,0000001,Sacramento,San Juan Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27,25,92.59%,Y,Y
2021-2022,13,63214,1337609,Imperial,San Pasqual Valley Unified,San Pasqual Valley High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,189,175,92.59%,Y,Y
2021-2022,36,75069,3630456,San Bernardino,Upland Unified,Hillside High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,10,12,135,125,92.59%,Y,Y
2021-2022,34,67439,3430154,Sacramento,Sacramento City Unified,American Legion High (Continuation),Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,176,163,92.61%,Y,Y
2021-2022,19,64287,1938166,Los Angeles,Baldwin Park Unified,Sierra Vista High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,836","1,701",92.65%,Y,Y
2021-2022,36,67934,3630100,San Bernardino,Victor Valley Union High,Goodwill High,High School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,82,76,92.68%,Y,Y
2021-2022,19,64873,0136705,Los Angeles,Paramount Unified,Odyssey STEM Academy,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,496,460,92.74%,Y,Y
2021-2022,14,10140,0128447,Inyo,Inyo County Office of Education,The Education Corps,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,1594,Directly funded,N,9,12,179,166,92.74%,Y,Y
2021-2022,33,10330,3331055,Riverside,Riverside County Office of Education,Riverside County Community,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,7,12,98,91,92.86%,Y,Y
2021-2022,50,71043,5030200,Stanislaus,Ceres Unified,Argus High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,182,169,92.86%,Y,Y
2021-2022,10,75598,1030543,Fresno,Caruthers Unified,MARC High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,14,13,92.86%,Y,Y
2021-2022,19,64634,1934231,Los Angeles,Inglewood Unified,Inglewood High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,840,780,92.86%,Y,Y
2021-2022,15,10157,1530310,Kern,Kern County Office of Education,Kern County Community,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,K,12,309,287,92.88%,Y,Y
2021-2022,42,69310,4231452,Santa Barbara,Santa Maria Joint Union High,Delta High,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,380,353,92.89%,Y,Y
2021-2022,19,64733,0101659,Los Angeles,Los Angeles Unified,"CATCH Prep Charter High, Inc.",Unified School District,High Schools (Public),Traditional,N/A,Yes,0570,Directly funded,Y,9,12,197,183,92.89%,Y,Y
2021-2022,19,64907,6061642,Los Angeles,Pomona Unified,Palomares Academy of Health Science,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,12,310,288,92.90%,Y,Y
2021-2022,10,62166,1035831,Fresno,Fresno Unified,Roosevelt High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,225","2,068",92.94%,Y,Y
2021-2022,01,61259,0108944,Alameda,Oakland Unified,Lighthouse Community Charter High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0700,Directly funded,Y,9,12,313,291,92.97%,Y,Y
2021-2022,13,63115,1333558,Imperial,Central Union High,Desert Oasis High (Continuation),High School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,128,119,92.97%,Y,Y
2021-2022,19,64733,1937622,Los Angeles,Los Angeles Unified,San Fernando Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,948","1,811",92.97%,Y,Y
2021-2022,19,64733,1933241,Los Angeles,Los Angeles Unified,Gardena Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,482","1,378",92.98%,Y,Y
2021-2022,19,64634,1996586,Los Angeles,Inglewood Unified,Animo Inglewood Charter High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0432,Directly funded,Y,9,12,628,584,92.99%,Y,Y
2021-2022,19,64733,6061451,Los Angeles,Los Angeles Unified,Foshay Learning Center,Unified School District,K-12 Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,12,771,717,93.00%,Y,Y
2021-2022,24,65730,2430064,Merced,Le Grand Union High,Granada High,High School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,43,40,93.02%,Y,Y
2021-2022,24,10249,2430148,Merced,Merced County Office of Education,Valley Merced Community,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,K,12,172,160,93.02%,Y,Y
2021-2022,19,64733,0137562,Los Angeles,Los Angeles Unified,Matrix for Success Academy,Unified School District,High Schools (Public),Traditional,N/A,Yes,1961,Directly funded,Y,9,12,187,174,93.05%,Y,Y
2021-2022,19,64733,1931385,Los Angeles,Los Angeles Unified,Albert Einstein Continuation,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,58,54,93.10%,Y,Y
2021-2022,36,67876,3634680,San Bernardino,San Bernardino City Unified,Pacific High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,218","1,134",93.10%,Y,Y
2021-2022,13,63099,1332154,Imperial,Calexico Unified,Aurora High (Continuation),Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,233,217,93.13%,Y,Y
2021-2022,36,67827,0137208,San Bernardino,Oro Grande,Mojave River Academy - Route 66,Elementary School District,K-12 Schools (Public),Traditional,CEP,Yes,1940,Directly funded,Y,K,12,292,272,93.15%,Y,Y
2021-2022,27,66159,2734481,Monterey,Salinas Union High,Mount Toro High,High School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,205,191,93.17%,Y,Y
2021-2022,43,10439,0135087,Santa Clara,Santa Clara County Office of Education,Opportunity Youth Academy,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,1840,Locally funded,N,9,12,308,287,93.18%,Y,Y
2021-2022,01,61259,0110189,Alameda,Oakland Unified,McClymonds High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,352,328,93.18%,Y,Y
2021-2022,19,76968,0109926,Los Angeles,SBE - Academia Avance Charter,Academia Avance Charter,State Board of Education,K-12 Schools (Public),Traditional,Provision 2,Yes,0738,Directly funded,N,6,12,206,192,93.20%,Y,Y
2021-2022,36,67876,3630548,San Bernardino,San Bernardino City Unified,Alternative Learning Center,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,1,12,59,55,93.22%,Y,Y
2021-2022,19,64733,0122721,Los Angeles,Los Angeles Unified,Aspire Pacific Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1230,Directly funded,Y,6,12,325,303,93.23%,Y,Y
2021-2022,01,61259,0132688,Alameda,Oakland Unified,Dewey Academy,Unified School District,Continuation High Schools,Continuation School,N/A,No,N/A,N/A,N,9,12,104,97,93.27%,Y,Y
2021-2022,19,64733,0124388,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,491,458,93.28%,Y,Y
2021-2022,19,64733,1931682,Los Angeles,Los Angeles Unified,Zane Grey Continuation,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,75,70,93.33%,Y,Y
2021-2022,19,73437,1931567,Los Angeles,Compton Unified,Centennial High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,951,888,93.38%,Y,Y
2021-2022,21,65466,2133254,Marin,San Rafael City High,Madrone High Continuation,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,121,113,93.39%,Y,Y
2021-2022,19,64733,0130997,Los Angeles,Los Angeles Unified,Sylmar Biotech Health and Engineering Magnet,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,212,198,93.40%,Y,Y
2021-2022,16,63925,1634245,Kings,Hanford Joint Union High,Earl F. Johnson High (Continuation),High School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,106,99,93.40%,Y,Y
2021-2022,19,64733,0112045,Los Angeles,Los Angeles Unified,Arleta High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,126","1,052",93.43%,Y,Y
2021-2022,19,64733,0121285,Los Angeles,Los Angeles Unified,Alliance Cindy and Bill Simon Technology Academy High,Unified School District,High Schools (Public),Traditional,N/A,Yes,1161,Directly funded,Y,9,12,505,472,93.47%,Y,Y
2021-2022,19,64287,1930601,Los Angeles,Baldwin Park Unified,Baldwin Park High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,565","1,463",93.48%,Y,Y
2021-2022,36,67934,0137638,San Bernardino,Victor Valley Union High,Lakeview Leadership Academy,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,12,354,331,93.50%,Y,Y
2021-2022,10,62414,1036086,Fresno,Sanger Unified,Kings River High (Continuation),Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,7,12,62,58,93.55%,Y,Y
2021-2022,15,63529,1530047,Kern,Kern High,Nueva Continuation High,High School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,93,87,93.55%,Y,Y
2021-2022,19,64733,0126136,Los Angeles,Los Angeles Unified,Math and Science College Preparatory,Unified School District,High Schools (Public),Traditional,N/A,Yes,1412,Directly funded,Y,9,12,530,496,93.58%,Y,Y
2021-2022,19,73437,1932326,Los Angeles,Compton Unified,Dominguez High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,887","1,766",93.59%,Y,Y
2021-2022,19,64733,1938307,Los Angeles,Los Angeles Unified,South Gate Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,867","1,748",93.63%,Y,Y
2021-2022,54,75523,5430251,Tulare,Porterville Unified,Granite Hills High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,214","1,137",93.66%,Y,Y
2021-2022,19,64733,0127910,Los Angeles,Los Angeles Unified,Camino Nuevo High #2,Unified School District,High Schools (Public),Traditional,N/A,Yes,1540,Directly funded,Y,9,12,508,476,93.70%,Y,Y
2021-2022,37,68213,3730934,San Diego,Mountain Empire Unified,Campo High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,16,15,93.75%,Y,Y
2021-2022,47,76455,4730107,Siskiyou,Scott Valley Unified,Scott River High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,16,15,93.75%,Y,Y
2021-2022,19,65052,0000000,Los Angeles,Temple City Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,Adult,16,15,93.75%,Y,Y
2021-2022,20,65201,2030047,Madera,Chowchilla Union High,Gateway High (Continuation),High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,48,45,93.75%,Y,Y
2021-2022,19,64733,1930650,Los Angeles,Los Angeles Unified,Phineas Banning Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,505","2,349",93.77%,Y,Y
2021-2022,19,64709,1996313,Los Angeles,Lennox,Animo Leadership High,Elementary School District,High Schools (Public),Traditional,N/A,Yes,0281,Directly funded,Y,9,12,661,620,93.80%,Y,Y
2021-2022,15,63529,0116400,Kern,Kern High,Mira Monte High,High School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,647","2,483",93.80%,Y,Y
2021-2022,24,65789,0107672,Merced,Merced Union High,Sequoia High,High School District,District Community Day Schools,Community Day School,CEP,No ,N/A,N/A,N,9,12,97,91,93.81%,Y,Y
2021-2022,10,62166,1030840,Fresno,Fresno Unified,Carter G. Woodson Public Charter,Unified School District,High Schools (Public),Traditional,N/A,Yes,0378,Directly funded,Y,7,12,329,309,93.92%,Y,Y
2021-2022,19,64733,1931518,Los Angeles,Los Angeles Unified,George S. Patton Continuation,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,33,31,93.94%,Y,Y
2021-2022,19,64733,0101329,Los Angeles,Los Angeles Unified,William J. Johnston Community Day,Unified School District,District Community Day Schools,Community Day School,CEP,No ,N/A,N/A,N,7,12,66,62,93.94%,Y,Y
2021-2022,19,64733,1930486,Los Angeles,Los Angeles Unified,Moneta Continuation,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,33,31,93.94%,Y,Y
